episode,step,is_eval,epsilon,action,vx_cmd,wz_cmd,reward,dist_goal,dist_box,contact,in_goal
1,74,0,1.0,2,0.18,-0.6,0.03815568348746324,2.2986066271169414,0.20300153217012012,1,0
1,75,0,1.0,1,0.18,0.6,0.049979557799051055,2.292548671337036,0.2,1,0
1,76,0,1.0,1,0.18,0.6,0.041645747321830746,2.287324096604853,0.22789176439118305,1,0
1,77,0,1.0,0,0.3,0.0,0.09367755208979292,2.2769563413958736,0.2693231717972558,1,0
1,78,0,1.0,3,0.0,0.0,-0.06325150587394769,2.2769563413958736,0.2996721798194352,1,0
1,79,0,1.0,2,0.18,-0.6,0.09765128776463389,2.26613121261941,0.33889445921295386,1,0
1,80,0,1.0,2,0.18,-0.6,0.012227047395750463,2.263848507879835,0.355366332457593,1,0
1,81,0,1.0,1,0.18,0.6,0.002840222688908581,2.262504485610944,0.29547538676332924,1,0
1,82,0,1.0,2,0.18,-0.6,0.0684535080102901,2.254599134809915,0.33996700618969256,1,0
1,83,0,1.0,0,0.3,0.0,0.022136359373655858,2.2513854988725495,0.3474561152882712,1,0
1,84,0,1.0,0,0.3,0.0,0.007164299680205181,2.249669068904529,0.313089857845319,1,0
1,85,0,1.0,3,0.0,0.0,-0.033683209873153895,2.249669068904529,0.3207821657980758,1,0
1,86,0,1.0,3,0.0,0.0,-0.004639250641310714,2.24913299396866,0.35894677410695836,1,0
1,87,0,1.0,2,0.18,-0.6,-0.008361116456955765,2.2489091056143558,0.35369574810325843,1,0
1,88,0,1.0,3,0.0,0.0,0.03744305854454025,2.244164799759902,0.37612683499265626,1,0
1,89,0,1.0,0,0.3,0.0,-0.0029856534232492425,2.243463365102227,0.3860829455413876,1,0
1,90,0,1.0,1,0.18,0.6,-0.006513671519218263,2.2430547322541488,0.4014984070571736,1,0
1,91,0,1.0,3,0.0,0.0,0.011027216600916332,2.2409520105940572,0.45027116241591875,0,0
1,92,0,1.0,3,0.0,0.0,0.0036623975894147474,2.2395857708351157,0.3761189275556105,1,0
1,93,0,1.0,2,0.18,-0.6,-0.00539438875916777,2.2390652097110326,0.4053651029727061,1,0
1,94,0,1.0,0,0.3,0.0,-0.005033265332950444,2.2385685362443275,0.429504474775528,1,0
1,95,0,1.0,0,0.3,0.0,0.060937552717240974,2.2314747809726034,0.3970325026971622,1,0
1,96,0,1.0,3,0.0,0.0,0.04229627038892859,2.2262451539337107,0.3647365954359958,1,0
1,97,0,1.0,1,0.18,0.6,-0.012810542033101377,2.2262451539337107,0.4472884174785097,1,0
1,98,0,1.0,1,0.18,0.6,-0.02702995510488783,2.2262451539337107,0.4727449318376825,0,0
1,99,0,1.0,3,0.0,0.0,0.036554070758346914,2.221589746857876,0.4786275663617462,0,0
2,0,0,0.99,2,0.18,-0.6,0.09141473883257703,3.377974250420379,0.3559809791695794,1,0
2,1,0,0.99,3,0.0,0.0,-0.05453302138349745,3.377974250420379,0.34151424666298075,1,0
2,2,0,0.99,1,0.18,0.6,0.08235432437882131,3.368678817982497,0.3535188028922125,1,0
2,3,0,0.99,0,0.3,0.0,0.08384487284564215,3.359294330697933,0.3302094879758012,1,0
2,4,0,0.99,0,0.3,0.0,0.04452680995190303,3.3538416497027423,0.2860953843308452,1,0
2,5,0,0.99,1,0.18,0.6,0.03813952328523437,3.348967697374219,0.309820510403241,1,0
2,6,0,0.99,0,0.3,0.0,0.03942101925513663,3.3440255954487053,0.31408429704767943,1,0
2,7,0,0.99,3,0.0,0.0,-0.023718848849859562,3.3440255954487053,0.2903886333360894,1,0
2,8,0,0.99,0,0.3,0.0,0.05298088740324474,3.3377275067083807,0.2745421882518407,1,0
2,9,0,0.99,0,0.3,0.0,0.07510955111819974,3.3292165515965606,0.2698908955000195,1,0
2,10,0,0.99,0,0.3,0.0,0.1210279932298544,3.316113752273575,0.25330606036468944,1,0
2,11,0,0.99,1,0.18,0.6,0.04172403542388937,3.3108813487311863,0.21170081781328162,1,0
2,12,0,0.99,3,0.0,0.0,0.00012323990888865426,3.3098690247402973,0.2390139753601696,1,0
2,13,0,0.99,2,0.18,-0.6,0.02120231575788694,3.3066887931645086,0.2370270848497845,1,0
2,14,0,0.99,1,0.18,0.6,0.07955641182133488,3.297673151982375,0.23195071888935684,1,0
2,15,0,0.99,0,0.3,0.0,0.030648649368212363,3.293608287045554,0.2511435134127629,1,0
2,16,0,0.99,1,0.18,0.6,0.054694924036391986,3.2870787946419147,0.26700609364247824,1,0
2,17,0,0.99,2,0.18,-0.6,0.09766987942256215,3.2762518066996584,0.31281873038126357,1,0
2,18,0,0.99,1,0.18,0.6,0.03692597411518051,3.2714992092881405,0.29180154160234684,1,0
2,19,0,0.99,2,0.18,-0.6,0.06218649874742666,3.2642205594133977,0.28649004019279484,1,0
2,20,0,0.99,3,0.0,0.0,-0.07678233155917269,3.2642205594133977,0.33750450957943035,1,0
2,21,0,0.99,3,0.0,0.0,-1.3425687908526218e-05,3.2632219019821886,0.366959628245369,1,0
2,22,0,0.99,1,0.18,0.6,0.0038974788429346173,3.261772154097895,0.41848777059570474,1,0
2,23,0,0.99,3,0.0,0.0,-0.024318391030371055,3.261772154097895,0.41418108765677164,1,0
2,24,0,0.99,2,0.18,-0.6,-0.010064284537495367,3.2617185825516444,0.40750309818750813,1,0
2,25,0,0.99,2,0.18,-0.6,0.041621984106510544,3.2564963841409935,0.4000886766214393,1,0
2,26,0,0.99,0,0.3,0.0,0.06895433112437417,3.248600951028556,0.3918990520574944,1,0
2,27,0,0.99,2,0.18,-0.6,0.08984544641794467,3.2385564063867616,0.37317272463143897,1,0
2,28,0,0.99,1,0.18,0.6,0.01097350506556685,3.236399055880205,0.3724084689666365,1,0
2,29,0,0.99,2,0.18,-0.6,0.07594886286629277,3.2277441695935756,0.4221941398853495,1,0
2,30,0,0.99,1,0.18,0.6,0.08337099883669895,3.2183470697099055,0.3515765131790164,1,0
2,31,0,0.99,3,0.0,0.0,0.014294455534529843,3.2159176241564524,0.4099913840958658,1,0
2,32,0,0.99,2,0.18,-0.6,0.05331719606800862,3.2095259045496514,0.3893496840901847,1,0
2,33,0,0.99,3,0.0,0.0,0.011578555319839577,3.2073680490176675,0.3692200047213409,1,0
2,34,0,0.99,0,0.3,0.0,0.07697866805030358,3.1986701822126373,0.3588301705776124,1,0
2,35,0,0.99,0,0.3,0.0,0.10713414661400154,3.186956767551237,0.36381525303234036,1,0
2,36,0,0.99,0,0.3,0.0,0.022458753950314866,3.183710892156206,0.37195419154884435,1,0
2,37,0,0.99,1,0.18,0.6,-0.0007145390576614157,3.182722346061972,0.34921595735705374,1,0
2,38,0,0.99,3,0.0,0.0,-0.010781965488768402,3.182722346061972,0.2570086264130054,1,0
2,39,0,0.99,0,0.3,0.0,0.08755038097275883,3.1729673079646963,0.2,1,0
2,40,0,0.99,1,0.18,0.6,-0.0056846691515588695,3.172475774879852,0.2,1,0
2,41,0,0.99,0,0.3,0.0,0.04476217800976227,3.166999557078876,0.2,1,0
2,42,0,0.99,1,0.18,0.6,-0.018039969648471835,3.166999557078876,0.2555557890453917,1,0
2,43,0,0.99,2,0.18,-0.6,0.10370348215826838,3.1555692088630494,0.24600833187827384,1,0
2,44,0,0.99,3,0.0,0.0,-0.07251409916223288,3.1555692088630494,0.24354412843430423,1,0
2,45,0,0.99,2,0.18,-0.6,0.058159701562533896,3.148693238706796,0.275414199167492,1,0
2,46,0,0.99,0,0.3,0.0,-0.0018694397827129436,3.1478801826850673,0.32054803093343576,1,0
2,47,0,0.99,1,0.18,0.6,0.051151165412802714,3.141705066143787,0.3877288072374889,1,0
2,48,0,0.99,3,0.0,0.0,-0.011488830338561115,3.141705066143787,0.400918801162598,1,0
2,49,0,0.99,3,0.0,0.0,-0.007740822108551325,3.141479148354642,0.3373888629069822,1,0
2,50,0,0.99,3,0.0,0.0,0.009531034613835527,3.1395260448932585,0.3746988506317179,1,0
2,51,0,0.99,1,0.18,0.6,0.04488346045649288,3.1339776988476093,0.37188064562145984,1,0
2,52,0,0.99,1,0.18,0.6,0.10653123409131422,3.122264575438478,0.32189210281344316,1,0
2,53,0,0.99,0,0.3,0.0,-0.008489391322949692,3.1221135145707732,0.2922709284760386,1,0
2,54,0,0.99,2,0.18,-0.6,0.0029492299713095565,3.1207585915736424,0.34612249953442203,1,0
2,55,0,0.99,3,0.0,0.0,0.011599685913501979,3.1185986229822924,0.31155877536744286,1,0
2,56,0,0.99,2,0.18,-0.6,0.026234974874931136,3.1149151254947993,0.4260014629963532,1,0
2,57,0,0.99,0,0.3,0.0,0.027010539570406285,3.1112140715377588,0.39314072296981406,1,0
2,58,0,0.99,3,0.0,0.0,-0.007861559199072376,3.111000227457666,0.41867082135679395,1,0
2,59,0,0.99,2,0.18,-0.6,0.059681414957120295,3.1039720859619537,0.3823257866978585,1,0
2,60,0,0.99,1,0.18,0.6,-0.009095334138841437,3.1038216193758377,0.4061714088277899,1,0
2,61,0,0.99,1,0.18,0.6,0.0486465339732396,3.0978969659785136,0.3405140900182451,1,0
2,62,0,0.99,3,0.0,0.0,-0.004394783905451587,3.0973364443690587,0.37152725043866486,1,0
2,63,0,0.99,1,0.18,0.6,0.041175972769916004,3.092158847092067,0.3611166935315898,1,0
2,64,0,0.99,0,0.3,0.0,0.06067253294984156,3.085091593797083,0.3305064162298817,1,0
2,65,0,0.99,3,0.0,0.0,-0.05472037719427586,3.085091593797083,0.3434071264962334,1,0
2,66,0,0.99,2,0.18,-0.6,-0.006749321434388817,3.0847065259405215,0.3590361986277959,1,0
2,67,0,0.99,1,0.18,0.6,-0.006834157339896117,3.084329941674511,0.3550678294160837,1,0
2,68,0,0.99,3,0.0,0.0,-0.006213660330086213,3.08395130770752,0.42637299980172594,1,0
2,69,0,0.99,3,0.0,0.0,-0.043363211171235566,3.08395130770752,0.36977516705143315,1,0
2,70,0,0.99,1,0.18,0.6,-0.00704329508167712,3.0835956372156876,0.3248258699932703,1,0
2,71,0,0.99,3,0.0,0.0,-0.024378377431169353,3.0835956372156876,0.341657909144256,1,0
2,72,0,0.99,1,0.18,0.6,0.08169323857423544,3.074366313358264,0.4080403601829391,1,0
2,73,0,0.99,0,0.3,0.0,0.02194717455095073,3.071171595903169,0.477196524242954,0,0
2,74,0,0.99,1,0.18,0.6,0.13010155463352335,3.057101440439817,0.46905545224094325,0,0
2,75,0,0.99,0,0.3,0.0,-0.04024265774965081,3.057101440439817,0.456562083064405,0,0
2,76,0,0.99,2,0.18,-0.6,0.053714448759542587,3.0506699955638625,0.36459212794803686,1,0
2,77,0,0.99,3,0.0,0.0,0.002165395515118882,3.0494534560123507,0.35658595743496824,1,0
2,78,0,0.99,0,0.3,0.0,0.019985690036153865,3.0464548870087356,0.36538483336988237,1,0
2,79,0,0.99,3,0.0,0.0,0.03942605641721055,3.0415122813670146,0.3459377443672546,1,0
2,80,0,0.99,0,0.3,0.0,0.06059333183598053,3.0344529481834166,0.3162939883548556,1,0
2,81,0,0.99,0,0.3,0.0,0.01994992048659701,3.0314579561347568,0.3086788899719555,1,0
2,82,0,0.99,3,0.0,0.0,0.02014898357490645,3.0284430577772663,0.2861471756231018,1,0
2,83,0,0.99,2,0.18,-0.6,-0.03773264905179531,3.0284430577772663,0.3095785693304703,1,0
2,84,0,0.99,1,0.18,0.6,-0.013048171116584096,3.0284430577772663,0.3144585142598222,1,0
2,85,0,0.99,3,0.0,0.0,0.07037317046109866,3.0204057407311566,0.3137853324476197,1,0
2,86,0,0.99,2,0.18,-0.6,0.003224141227798516,3.0190233266083766,0.2553381705828893,1,0
2,87,0,0.99,1,0.18,0.6,0.00022326024279081813,3.0179410005840976,0.25466023076239597,1,0
2,88,0,0.99,2,0.18,-0.6,0.0724036810918232,3.009640632474915,0.2917123026801146,1,0
2,89,0,0.99,1,0.18,0.6,-0.00465459503394018,3.009046091978309,0.2793681331346195,1,0
2,90,0,0.99,2,0.18,-0.6,0.01292023352680669,3.0066940686256283,0.2,1,0
2,91,0,0.99,1,0.18,0.6,-0.009905878344316133,3.00662465646006,0.2,1,0
2,92,0,0.99,2,0.18,-0.6,0.04380366076226328,3.0011842903838337,0.2161423949222214,1,0
2,93,0,0.99,0,0.3,0.0,0.04634666788582268,2.9955496235952515,0.21092312029658528,1,0
2,94,0,0.99,2,0.18,-0.6,0.08232609307977075,2.986257014287274,0.2,1,0
2,95,0,0.99,0,0.3,0.0,0.039927825447982915,2.981264231742476,0.2,1,0
2,96,0,0.99,3,0.0,0.0,0.038127832731846716,2.976451448469291,0.20153671683740784,1,0
2,97,0,0.99,1,0.18,0.6,-0.0024992973100581503,2.975641378200297,0.263236042848166,1,0
2,98,0,0.99,2,0.18,-0.6,0.0939959752322983,2.965181780677067,0.26083598512741873,1,0
2,99,0,0.99,2,0.18,-0.6,0.08232155507866427,2.9558896251692004,0.20356782054264713,1,0
3,0,0,0.9801,3,0.0,0.0,0.05291704354174261,2.787626889649853,0.6089986200471535,0,0
3,1,0,0.9801,1,0.18,0.6,0.0795574316171707,2.7786111464881356,0.5922012227835417,0,0
3,2,0,0.9801,3,0.0,0.0,0.03916595802208676,2.773694550685927,0.6446916933235255,0,0
3,3,0,0.9801,3,0.0,0.0,-0.033777736698583104,2.773694550685927,0.583475745568352,0,0
3,4,0,0.9801,1,0.18,0.6,0.046971880843778076,2.767937362601549,0.6174324110494432,0,0
3,5,0,0.9801,3,0.0,0.0,-0.015428244080106915,2.767937362601549,0.5928914676911855,0,0
3,6,0,0.9801,2,0.18,-0.6,0.07175957307292205,2.759701405294257,0.4824307689683699,0,0
3,7,0,0.9801,2,0.18,-0.6,0.025639659888933887,2.7560774393053635,0.42707891690819766,1,0
3,8,0,0.9801,0,0.3,0.0,0.06462083098210454,2.748615356207153,0.3949914381840704,1,0
3,9,0,0.9801,0,0.3,0.0,0.008221576503441774,2.746793198556809,0.37437650296672953,1,0
3,10,0,0.9801,2,0.18,-0.6,-0.010190805405553983,2.7467522790973646,0.3738515532309579,1,0
3,11,0,0.9801,0,0.3,0.0,0.02553338880305981,2.7431989402170585,0.3525289821276751,1,0
3,12,0,0.9801,2,0.18,-0.6,0.023542758973442025,2.739784664319714,0.38901949816177406,1,0
3,13,0,0.9801,0,0.3,0.0,0.04847413555444292,2.73393725076427,0.39475485314155134,1,0
3,14,0,0.9801,1,0.18,0.6,0.07141969672872922,2.725735281091397,0.36250881500010057,1,0
3,15,0,0.9801,2,0.18,-0.6,0.07502721676645999,2.717172559414751,0.3764731539697895,1,0
3,16,0,0.9801,3,0.0,0.0,0.011970185151327214,2.7149755408996183,0.3605254227056097,1,0
3,17,0,0.9801,3,0.0,0.0,-0.017649521204279185,2.7149755408996183,0.391947501967134,1,0
3,18,0,0.9801,1,0.18,0.6,0.13950666551623062,2.6999648743479954,0.35874241568912246,1,0
3,19,0,0.9801,3,0.0,0.0,0.020802170733202306,2.696884657274675,0.34409231455940026,1,0
3,20,0,0.9801,2,0.18,-0.6,0.08362254680035906,2.687462402594639,0.3616248468533256,1,0
3,21,0,0.9801,1,0.18,0.6,0.09463330480507778,2.676939072114131,0.2498334563831423,1,0
3,22,0,0.9801,2,0.18,-0.6,0.028184975695626176,2.6730605745445684,0.21030604765254737,1,0
3,23,0,0.9801,2,0.18,-0.6,0.04790877597510767,2.6672096969470576,0.2,1,0
3,24,0,0.9801,3,0.0,0.0,-0.02621477987734954,2.6672096969470576,0.22727439280366607,1,0
3,25,0,0.9801,1,0.18,0.6,0.12830540860427614,2.65331915608663,0.2,1,0
3,26,0,0.9801,3,0.0,0.0,-0.012993757840028264,2.65331915608663,0.21248215167610246,1,0
3,27,0,0.9801,2,0.18,-0.6,0.05241760681043688,2.6470173954055864,0.2,1,0
3,28,0,0.9801,1,0.18,0.6,-0.0019104193280008123,2.6461484373383866,0.2,1,0
3,29,0,0.9801,1,0.18,0.6,0.08122756175646144,2.6369656811627404,0.24303049841225818,1,0
3,30,0,0.9801,1,0.18,0.6,0.05609526615485468,2.630296154547255,0.2095836036103436,1,0
3,31,0,0.9801,1,0.18,0.6,0.05605672161094307,2.6236304823861607,0.2,1,0
3,32,0,0.9801,3,0.0,0.0,0.02124842722691713,2.620505639663469,0.20473196470738994,1,0
3,33,0,0.9801,1,0.18,0.6,0.02735670219637651,2.616709969443831,0.21235888731855201,1,0
3,34,0,0.9801,0,0.3,0.0,0.005652095480574592,2.6151447598957738,0.22695924488427918,1,0
3,35,0,0.9801,2,0.18,-0.6,0.09952169190146962,2.604132590705627,0.2,1,0
3,36,0,0.9801,1,0.18,0.6,-0.0026329838573609463,2.603335889091363,0.2,1,0
3,37,0,0.9801,3,0.0,0.0,0.04229161685540945,2.5981067274058223,0.2361647447213609,1,0
3,38,0,0.9801,2,0.18,-0.6,0.0430211570304983,2.5927446117027726,0.27596209309908915,1,0
3,39,0,0.9801,0,0.3,0.0,0.035584636586637235,2.588186148044109,0.24667179815403026,1,0
3,40,0,0.9801,3,0.0,0.0,-0.02332455335931899,2.588186148044109,0.24103776603867,1,0
3,41,0,0.9801,0,0.3,0.0,0.03989181788252265,2.5831969662558567,0.23566811563149695,1,0
3,42,0,0.9801,3,0.0,0.0,-0.025178099343846252,2.5831969662558567,0.26625595983327566,1,0
3,43,0,0.9801,0,0.3,0.0,0.09366705286042175,2.5728302609698144,0.2413801019748515,1,0
3,44,0,0.9801,0,0.3,0.0,-0.0042587075836035895,2.572256131728175,0.25309629903083547,1,0
3,45,0,0.9801,3,0.0,0.0,-0.004503349300248403,2.5717064666582,0.24656636326344253,1,0
3,46,0,0.9801,0,0.3,0.0,0.001367600530596206,2.5705697066051405,0.24456919079483547,1,0
3,47,0,0.9801,0,0.3,0.0,0.11381500798859277,2.5581882058062813,0.2,1,0
3,48,0,0.9801,1,0.18,0.6,0.0713453106546511,2.5499936747408163,0.2,1,0
3,49,0,0.9801,3,0.0,0.0,-0.03480270895101898,2.5499936747408163,0.21992798177368178,1,0
3,50,0,0.9801,0,0.3,0.0,0.0008750874699470484,2.5489061659938215,0.21883632305488745,1,0
3,51,0,0.9801,1,0.18,0.6,0.10475864078865613,2.537370301914956,0.22590389699634594,1,0
3,52,0,0.9801,0,0.3,0.0,-0.007222461431222922,2.537092548058078,0.2,1,0
3,53,0,0.9801,3,0.0,0.0,-0.05185408486803184,2.537092548058078,0.2,1,0
3,54,0,0.9801,1,0.18,0.6,0.11621358002549571,2.5244111900555284,0.2,1,0
3,55,0,0.9801,1,0.18,0.6,-0.00849782783475278,2.5242009728390036,0.2,1,0
3,56,0,0.9801,2,0.18,-0.6,-0.008586152975421289,2.5239995881365456,0.2,1,0
3,57,0,0.9801,3,0.0,0.0,-0.01418801821514222,2.5239995881365456,0.2670523037716163,1,0
3,58,0,0.9801,3,0.0,0.0,-0.030471333215399923,2.5239995881365456,0.23574898802355976,1,0
3,59,0,0.9801,0,0.3,0.0,0.06513860961450114,2.5164857271750956,0.2692665187094836,1,0
3,60,0,0.9801,2,0.18,-0.6,0.10518732476397305,2.504906994698698,0.24975374562940028,1,0
3,61,0,0.9801,2,0.18,-0.6,0.0624454037262259,2.4976024543260755,0.25572556360880305,1,0
3,62,0,0.9801,1,0.18,0.6,0.07342406248856856,2.4892000480772185,0.26595374896968305,1,0
3,63,0,0.9801,1,0.18,0.6,0.014475147517715918,2.486692533325447,0.21554614412765882,1,0
3,64,0,0.9801,2,0.18,-0.6,-0.003614549528732561,2.48599398827832,0.2,1,0
3,65,0,0.9801,1,0.18,0.6,0.10675721837092525,2.4742582664412276,0.2015971924668374,1,0
3,66,0,0.9801,0,0.3,0.0,0.011785180319792985,2.4720797484092483,0.2,1,0
3,67,0,0.9801,3,0.0,0.0,-0.011086804915912643,2.4720797484092483,0.2,1,0
3,68,0,0.9801,1,0.18,0.6,0.09006223681426617,2.462013524727822,0.2,1,0
3,69,0,0.9801,1,0.18,0.6,-0.022474786581785727,2.462013524727822,0.21352203812074708,1,0
3,70,0,0.9801,2,0.18,-0.6,0.04513696813529689,2.4564398279142923,0.22005103964425396,1,0
3,71,0,0.9801,0,0.3,0.0,0.03849753094309539,2.4515900748199826,0.21602412195335888,1,0
3,72,0,0.9801,1,0.18,0.6,0.1355544824187933,2.4369746265781034,0.23313859329252523,1,0
